male,http://www.ted.com/talks/stephen_palumbi_following_the_mercury_trail.html
discard,http://www.ted.com/talks/handpring_puppet_co_the_genius_puppetry_behind_war_horse.html
female,http://www.ted.com/talks/jessa_gamble_how_to_sleep.html
female,http://www.ted.com/talks/katherine_fulton_you_are_the_future_of_philanthropy.html
female,http://www.ted.com/talks/stefana_broadbent_how_the_internet_enables_intimacy.html
male,http://www.ted.com/talks/chris_gerdes_the_future_race_car_150mph_and_no_driver.html
female,http://www.ted.com/talks/majora_carter_3_stories_of_local_ecoactivism.html
male,http://www.ted.com/talks/nicholas_negroponte_on_one_laptop_per_child_two_years_on.html
female,http://www.ted.com/talks/britta_riley_a_garden_in_my_apartment.html
male,http://www.ted.com/talks/rodney_brooks_on_robots.html
male,http://www.ted.com/talks/adam_davidson_what_we_learned_from_teetering_on_the_fiscal_cliff.html
male,http://www.ted.com/talks/richard_seymour_how_beauty_feels.html
male,http://www.ted.com/talks/alain_de_botton_atheism_2_0.html
male,http://www.ted.com/talks/anil_ananthaswamy.html
male,http://www.ted.com/talks/brewster_kahle_builds_a_free_digital_library.html
female,http://www.ted.com/talks/stacey_kramer_the_best_gift_i_ever_survived.html
male,http://www.ted.com/talks/paul_stamets_on_6_ways_mushrooms_can_save_the_world.html
female,http://www.ted.com/talks/jane_poynter_life_in_biosphere_2.html
male,http://www.ted.com/talks/dennis_vanengelsdorp_a_plea_for_bees.html
male,http://www.ted.com/talks/a_whistleblower_you_haven_t_heard.html
male,http://www.ted.com/talks/stefano_mancuso_the_roots_of_plant_intelligence.html
male,http://www.ted.com/talks/charlie_todd_the_shared_experience_of_absurdity.html
male,http://www.ted.com/talks/sonaar_luthra_meet_the_water_canary.html
male,http://www.ted.com/talks/dan_dennett_s_response_to_rick_warren.html
male,http://www.ted.com/talks/julian_treasure_shh_sound_health_in_8_steps.html
male,http://www.ted.com/talks/jay_silver_hack_a_banana_make_a_keyboard.html
female,http://www.ted.com/talks/janna_levin_the_sound_the_universe_makes.html
female,http://www.ted.com/talks/nalini_nadkarni_life_science_in_prison.html
female,http://www.ted.com/talks/shirin_neshat_art_in_exile.html
male,http://www.ted.com/talks/swami_dayananda_saraswati.html
male,http://www.ted.com/talks/oliver_sacks_what_hallucination_reveals_about_our_minds.html
female,http://www.ted.com/talks/edith_widder_the_weird_and_wonderful_world_of_bioluminescence.html
male,http://www.ted.com/talks/drew_berry_animations_of_unseeable_biology.html
male,http://www.ted.com/talks/e_o_wilson_advice_to_young_scientists.html
male,http://www.ted.com/talks/howard_rheingold_on_collaboration.html
male,http://www.ted.com/talks/blaise_aguera.html
male,http://www.ted.com/talks/dan_ariely_what_makes_us_feel_good_about_our_work.html
male,http://www.ted.com/talks/sophal_ear_escaping_the_khmer_rouge.html
female,http://www.ted.com/talks/inge_missmahl_brings_peace_to_the_minds_of_afghanistan.html
male,http://www.ted.com/talks/david_mackay_a_reality_check_on_renewables.html
male,http://www.ted.com/talks/jose_abreu_on_kids_transformed_by_music.html
male,http://www.ted.com/talks/nicholas_negroponte_in_1984_makes_5_predictions.html
male,http://www.ted.com/talks/eric_dishman_take_health_care_off_the_mainframe.html
discard,http://www.ted.com/talks/miwa_matreyek_s_glorious_visions.html
male,http://www.ted.com/talks/james_lyne_everyday_cybercrime_and_what_you_can_do_about_it.html
